Year,Value,
1962,479180824.3,
1963,511902136.8,
1964,542578367.2,
1965,592981162.3,
1966,647305630.2,
1967,699456618.9,
1968,773841494.3,
1969,853630203.8,
1970,984830158.5,
1971,1077152902,
1972,1238251696,
1973,1528916185,
1974,1666544754,
1975,1960863466,
1976,2412555426,
1977,3072427013,
1978,3523208810,
1979,4035519323,
1980,4831447001,
1981,2623807074,
1982,2606621255,
1983,3976453967,
1984,4593908719,
1985,4796628461,
1986,5477895475,
1987,5841132962,
1988,6063759371,
1989,6866402028,
1990,7403457319,
1991,7168999428,
1992,8528593084,
1993,9537297507,
1994,10432619390,
1995,11513472694,
1996,11618286553,
1997,12552071367,
1998,13617405420,
1999,14195623425,
2000,14949514585,
2001,15913363335,
2002,16504795453,
2003,17195867540,
2004,18529767934,
2005,19952156475,
2006,22600431878,
2007,26743874287,
2008,30612932803,
2009,30562361123,
2010,37268635287,
2011,42262697840,
2012,46473128286,
2013,49745088112,
2014,50656002896,
2015,54840103850,
2016,57435507212,
1960,546203561.6,
1961,618245639.2,
1962,645284344.7,
1963,761047045.8,
1964,921063266.4,
1965,919771356.4,
1966,1024103034,
1967,1082922892,
1968,1281281246,
1969,1361360157,
1970,1455482990,
1971,1584128262,
1972,1849400600,
1973,2508421235,
1974,3070151901,
1975,3893839190,
1976,4662053708,
1977,6265067858,
1978,7900524898,
1979,9142935858,
1980,10175615442,
1981,8432588484,
1982,7567109767,
1983,6838185419,
1984,6841638715,
1985,6977650069,
1986,9158302205,
1987,10087653189,
1988,10255170460,
1989,9757410614,
1990,10795850107,
1991,10492628915,
1992,11152971316,
1993,11045759469,
1994,8313557450,
1995,11000146839,
1996,12139234939,
1997,11722142706,
1998,12612033729,
1999,12376639823,
2000,10717022463,
2001,11192560827,
2002,12346919216,
2003,15306602560,
2004,16554441847,
2005,17084928927,
2006,17800887796,
2007,20343635320,
2008,24224903100,
2009,24277493862,
2010,24884505035,
2011,25381616734,
2012,27040562587,
2013,31273049200,
2014,35372603446,
2015,33145096414,
2016,36372613023,
1995,22387561845,
1996,23678012697,
1997,23822087053,
1998,25432144406,
1999,23386945597,
2000,21774273832,
2001,23289671102,
2002,26878499206,
2003,34658113497,
2004,41574530816,
2005,45416358502,
2006,50453577898,
2007,60093155533,
2008,70481451814,
2009,62703095751,
2010,59665427465,
2011,62236751773,
2012,56485301967,
2013,57769872075,
2014,57080369368,
2015,48921877448,
2016,50714957391,
1970,5693005200,
1971,6914658400,
1972,8135150892,
1973,9987709650,
1974,11405957317,
1975,13027415244,
1976,13789579903,
1977,14206158675,
1978,17844705325,
1979,19584443288,
1980,19912889861,
1981,20150254096,
1982,20953510235,
1983,22204940512,
1984,24039383608,
1985,22920490774,
1986,24226574634,
1987,25213935012,
1988,27458999472,
1989,27023468666,
1990,28645436569,
1991,24316556026,
1992,22085858243,
1993,22367254865,
1994,28448326757,
1995,30429803651,
1996,25017300000,
1997,25366200000,
1998,25736331247,
1999,28364615242,
2000,30565400000,
2001,31682400000,
2002,33590500000,
2003,35901200000,
2004,38203000000,
2005,42643836075,
2006,52742800000,
2007,58603900000,
2008,60806300000,
2009,62080000000,
2010,64328000000,
2011,68990000000,
2012,73141000000,
2013,77148000000,
2014,80656100000,
2015,87132800000,
1975,489914760.7,
1976,576090073.7,
1977,734887974,
1978,964026512.2,
1979,1288715210,
1980,2154311277,
1981,2087496374,
1982,2159242417,
1983,2160364071,
1984,2278248953,
1985,2430411900,
1986,3090734463,
1987,3704813886,
1988,4278792597,
1989,4563482604,
1990,5591130218,
1991,5770197348,
1992,6912150456,
1993,6590291048,
1994,7425703929,
1995,9826778784,
1996,9899623588,
1997,9594298746,
1998,10353506787,
1999,10614455232,
2000,10183317625,
2001,10567304189,
2002,11618269231,
2003,14576896942,
2004,17422375000,
2005,18703146375,
2006,20403713461,
2007,24077470572,
2008,27839460964,
2009,25942622951,
2010,25562251656,
2011,27427161523,
2012,25041372222,
2013,24084572491,
2014,23359294149,
2015,19676167240,
2016,20047013274,
1990,40477403220,
1991,29675502270,
1992,34590052812,
1993,40614350197,
1994,47554674591,
1995,59775697061,
1996,66985765439,
1997,61792161168,
1998,66490372105,
1999,64867483193,
2000,61649492817,
2001,67523642262,
2002,81910771994,
2003,99627140274,
2004,1.19162E+11,
2005,1.36281E+11,
2006,1.55464E+11,
2007,1.89227E+11,
2008,2.35719E+11,
2009,2.0618E+11,
2010,2.07478E+11,
2011,2.27948E+11,
2012,2.07376E+11,
2013,2.09402E+11,
2014,2.07818E+11,
2015,1.8683E+11,
2016,1.95305E+11,
1960,6248946880,
1961,6933842099,
1962,7812968114,
1963,8316692386,
1964,9506678763,
1965,10678897387,
1966,11721248101,
1967,12788479692,
1968,13196541952,
1969,15009384585,
1970,17075466667,
1971,19085681968,
1972,23232411898,
1973,30730638896,
1974,34160363583,
1975,40474400473,
1976,44575847808,
1977,49784281716,
1978,60362854967,
1979,70366280175,
1980,71127592754,
1981,61877755005,
1982,60412846239,
1983,60644833242,
1984,59105208273,
1985,62658544411,
1986,88078729452,
1987,1.09414E+11,
1988,1.15553E+11,
1989,1.12409E+11,
1990,1.38247E+11,
1991,1.39225E+11,
1992,1.52916E+11,
1993,1.43196E+11,
1994,1.56162E+11,
1995,1.85007E+11,
1996,1.87632E+11,
1997,1.73538E+11,
1998,1.76992E+11,
1999,1.77965E+11,
2000,1.64159E+11,
2001,1.64791E+11,
2002,1.78635E+11,
2003,2.18096E+11,
2004,2.51373E+11,
2005,2.64467E+11,
2006,2.82885E+11,
2007,3.19423E+11,
2008,3.53361E+11,
2009,3.21241E+11,
2010,3.21995E+11,
2011,3.44003E+11,
2012,3.27149E+11,
2013,3.43584E+11,
2014,3.52994E+11,
2015,3.01298E+11,
2016,3.069E+11,
1985,340989528,
1987,373371738.3,
1988,395794538.6,
1989,409220087.1,
1990,452328087.3,
1991,462421998.5,
1992,478058304.9,
1993,466048469.2,
1994,491689220.7,
1995,497723960.6,
1996,494004647.7,
1997,502675542,
1998,514267869.3,
1999,536080148.1,
2000,551230861.9,
2001,572417440.8,
2002,591122039.6,
2003,622044665.5,
2004,666072101.8,
2005,708633194.7,
2006,768873684,
2007,847918929.1,
2008,999105339.3,
2009,1049110685,
2010,1128611700,
2011,1239144502,
2012,1353632942,
2013,1455000000,
2014,1588000000,
2015,1727000000,
1977,36370370.37,
1978,45170370.37,
1979,44296296.3,
1980,59100000,
1981,66218518.52,
1982,72051851.85,
1983,79925925.93,
1984,89848148.15,
1985,98585185.19,
1986,112074074.1,
1987,126348148.1,
1988,143766666.7,
1989,153374074.1,
1990,166322222.2,
1991,180437037,
1992,191759259.3,
1993,200418518.5,
1994,215459259.3,
1995,224037037,
1996,236444444.4,
1997,245781481.5,
1998,258440740.7,
1999,267740740.7,
2000,335845814.8,
2001,343119370.4,
2002,337695740.7,
2003,350091222.2,
2004,374771481.5,
2005,370370370.4,
2006,390370370.4,
2007,421375851.9,
2008,458190185.2,
2009,489074333.3,
2010,493824407.4,
2011,501025303.3,
2012,485997988.1,
2013,501979277,
2014,523666347.4,
2015,535095846.3,
2016,581484031.9,
1960,672399700,
1961,654100200,
1962,824100000,
1963,940799900,
1964,1025599900,
1965,888100000,
1966,983900000,
1967,1034800000,
1968,1079100000,
1969,1230500000,
1970,1485400100,
1971,1666400000,
1972,1987300000,
1973,2344699900,
1974,2925600000,
1975,3599300100,
1976,3951399900,
1977,4587100200,
1978,4774400000,
1979,5498800100,
1980,6631000100,
1981,7266999800,
1982,7964000300,
1983,8622000100,
1984,10330399700,
1985,5044592913,
1986,6122197810,
1987,5826987203,
1988,5374315190,
1989,6686592729,
1990,7073674721,
1991,9724402004,
1992,11277676880,
1993,12976408000,
1994,14511134921,
1995,16358496124,
1996,18131813001,
1997,19593869595,
1998,21171523985,
1999,21709726722,
2000,23996063503,
2001,24892521237,
2002,26571620979,
2003,21277165886,
2004,22039232610,
2005,34004033804,
2006,35952845583,
2007,44169678153,
2008,48288967303,
2009,48376555306,
2010,53954579004,
2011,57746684847,
2012,60613645121,
2013,61965942057,
2014,65231032303,
2015,68102618092,
2016,71583553488,
1960,1010325138,
1961,979108806.8,
1962,958598195,
1963,1038389642,
1964,1156150890,
1965,2387048255,
1966,2429309514,
1967,2553596092,
1968,2582180794,
1969,3112166848,
1970,2862504170,
1971,2754220263,
1972,3185987235,
1973,3891755552,
1974,6599259421,
1975,7731677257,
1976,9091924305,
1977,11026346590,
1978,11922502171,
1979,14175166008,
1980,17881514683,
1981,21810767209,
1982,19929853575,
1983,17152483214,
1984,16912515183,
1985,17149094590,
1986,15314143988,
1987,13945431882,
1988,13051886552,
1989,13890828708,
1990,15239278100,
1991,16988535268,
1992,18094238119,
1993,18938717359,
1994,22708673337,
1995,24432884442,
1996,25226393197,
1997,28162053027,
1998,27981896948,
1999,19645272636,
2000,18327764882,
2001,24468324000,
2002,28548945000,
2003,32432859000,
2004,36591661000,
2005,41507085000,
2006,46802044000,
2007,51007777000,
2008,61762635000,
2009,62519686000,
2010,69555367000,
2011,79276664000,
2012,87924544000,
2013,95129659000,
2014,1.01726E+11,
2015,99290381000,
2016,98613972000,
EGY,1965,5111621014
EGY,1966,5339520613
EGY,1967,5579168510
EGY,1968,6109112150
EGY,1969,6861743341
EGY,1970,7682491836
EGY,1971,8266003571
EGY,1972,8763960703
EGY,1973,9616725366
EGY,1974,9015166840
EGY,1975,11437965585
EGY,1976,13360476862
EGY,1977,14636028767
EGY,1978,14849909491
EGY,1979,18150000571
EGY,1980,22912500556
EGY,1981,23405404730
EGY,1982,25592365394
EGY,1983,28137369499
EGY,1984,30642873038
EGY,1985,34689560465
EGY,1986,35880262675
EGY,1987,40507934171
EGY,1988,35044634015
EGY,1989,39648442534
EGY,1990,43130416913
EGY,1991,36970555899
EGY,1992,41855986519
EGY,1993,46578631453
EGY,1994,51897983393
EGY,1995,60159245060
EGY,1996,67629716981
EGY,1997,78436578171
EGY,1998,84828807556
EGY,1999,90710704807
EGY,2000,99838543960
EGY,2001,97632008710
EGY,2002,87850683979
EGY,2003,82924503943
EGY,2004,78845185293
EGY,2005,89685725230
EGY,2006,1.07484E+11
EGY,2007,1.30479E+11
EGY,2008,1.62818E+11
EGY,2009,1.88982E+11
EGY,2010,2.18888E+11
EGY,2011,2.36002E+11
EGY,2012,2.79373E+11
EGY,2013,2.88586E+11
EGY,2014,3.0553E+11
EGY,2015,3.32698E+11
EGY,2016,3.32791E+11
1965,877720000,
1966,929520000,
1967,976200000,
1968,1009760100,
1969,1049400000,
1970,1132920000,
1971,1186120000,
1972,1263720000,
1973,1442320000,
1974,1665880000,
1975,1884120100,
1976,2328280100,
1977,2941640100,
1978,3127960000,
1979,3463639900,
1980,3573959900,
1981,3437200200,
1982,3399189100,
1983,3506347800,
1984,3661683400,
1985,3800368600,
1986,3771663200,
1987,3958045800,
1988,4189880000,
1989,4372215300,
1990,4800900000,
1991,5311000000,
1992,5954700000,
1993,6938000000,
1994,8085600000,
1995,9500500000,
1996,10315500000,
1997,11134700000,
1998,12008400000,
1999,12464700000,
2000,13134100000,
2001,13812700000,
2002,14306700000,
2003,15046700000,
2004,15798300000,
2005,17093800000,
2006,18550700000,
2007,20104900000,
2008,21430950000,
2009,20661030000,
2010,21418330000,
2011,23139040000,
2012,23813600000,
2013,24350930000,
2014,25054230000,
2015,26052340000,
2016,26797470000,
1962,9122751.453,
1963,10840095.13,
1964,12712471.4,
1965,64748333.33,
1966,69110000,
1967,72317446.93,
1968,67514285.71,
1969,67225714.29,
1970,66331428.57,
1971,64946954.76,
1972,65429198.24,
1973,81203226.91,
1974,94159862.71,
1975,104295643.4,
1976,103653049.9,
1977,103987520.1,
1980,50642880.77,
1981,36731422.85,
1982,44294647.73,
1983,44442456.95,
1984,50320914.41,
1985,62118564.85,
1986,76407396.76,
1987,93345847.73,
1988,100534663.3,
1989,88265974.58,
1990,112119406.5,
1991,110906032.1,
1992,134707184.4,
1993,136047896.2,
1994,100807001.8,
1995,141853368.3,
1996,232463036.4,
1997,442337849.5,
1998,370687618.7,
1999,621117885.7,
2000,1045998496,
2001,1461139022,
2002,1806742742,
2003,2484745935,
2004,4410764339,
2005,8217369093,
2006,10086528699,
2007,13071718759,
2008,19749893536,
2009,15027795173,
2010,16298542028,
2011,21329395901,
2012,22389627294,
2013,21942597765,
2014,21736500713,
2015,12597210658,
2016,10684804794,
1992,477101651.6,
1993,467872714.8,
1994,531688311.7,
1995,578015625,
1996,693535954.2,
1997,686490090.1,
1998,745526154.9,
1999,688921325.7,
2000,706370815.6,
2001,752368495.5,
2002,729321366.7,
2003,870247703.2,
2004,1109054005,
2005,1098425901,
2006,1211161880,
2007,1317974491,
2008,1380188800,
2009,1856695551,
2010,2117039512,
2011,2607739837,
1995,4373665146,
1996,4746109767,
1997,5066240419,
1998,5617109245,
1999,5726897998,
2000,5685774809,
2001,6245069734,
2002,7322069511,
2003,9833870709,
2004,12059201242,
2005,14006088297,
2006,16963625016,
2007,22237061730,
2008,24194039256,
2009,19652492637,
2010,19490936349,
2011,23170239901,
2012,23043864510,
2013,25137153149,
2014,26224622451,
2015,22566956982,
2016,23337907619,
1981,7324903188,
1982,7707678019,
1983,8567890821,
1984,8096302367,
1985,9480840483,
1986,9848600870,
1987,10527338647,
1988,10908935749,
1989,11476584879,
1990,12175166763,
1991,13463868357,
1992,10492993078,
1993,8830712714,
1994,6927950565,
1995,7663984568,
1996,8547939731,
1997,8589211390,
1998,7818224906,
1999,7700833482,
2000,8242392104,
2001,8231326016,
2002,7850809498,
2003,8623691300,
2004,10131187261,
2005,12401139454,
2006,15280861835,
2007,19707616773,
2008,27066912635,
2009,32437389116,
2010,29933790334,
2011,31952763089,
2012,43310721414,
2013,47648211133,
2014,55612228234,
2015,64464547915,
2016,72374224249,
1998,1105688873,
1999,1125684470,
2000,1062339944,
2001,1154899793,
2002,1268445919,
2003,1486861879,
2004,1683997930,
2005,1730894295,
2006,1970135199,
2007,2278229880,
2008,2413251996,
2009,2257083699,
2010,2301168187,
2011,2468754075,
2012,2356495468,
2013,2613464380,
2014,2810547884,
2015,2476746087,
1960,112328422.1,
1961,116987784.9,
1962,122906435,
1963,129454728.6,
1964,140032741.5,
1965,147084750,
1966,150603925.5,
1967,162625885.9,
1968,166952937.1,
1969,182182067.7,
1970,219878482.2,
1971,247749327.7,
1972,316650509,
1973,425963359.4,
1974,558589870.9,
1975,684268280.8,
1976,694552411.7,
1977,719533137.1,
1978,829239489.8,
1979,1019743927,
1980,1202567359,
1981,1235899836,
1982,1194015444,
1983,1123107276,
1984,1177997414,
1985,1141210125,
1986,1290228617,
1987,1177908192,
1988,1109976928,
1989,1182686577,
1990,1337024782,
1991,1383843860,
1992,1531803061,
1993,1635426125,
1994,1825285158,
1995,1970347721,
1996,2129266728,
1997,2093994597,
1998,1656784780,
1999,1942170999,
2000,1684109743,
2001,1660102346,
2002,1842691481,
2003,2315935753,
2004,2727507213,
2005,3006725015,
2006,3102741451,
2007,3405050612,
2008,3523185920,
2009,2870624636,
2010,3140508836,
2011,3774530616,
2012,3972012571,
2013,4190143206,
2014,4469573275,
2015,4391113415,
2016,4703632978,
1960,5224102196,
1961,5921659485,
1962,6340580854,
1963,6885920329,
1964,7766655086,
1965,8589340019,
1966,9208524505,
1967,9368954010,
1968,8823033880,
1969,10070766721,
1970,11365953567,
1971,12536710287,
1972,14754136507,
1973,19486826980,
1974,24867278714,
1975,29494515597,
1976,31873171719,
1977,33524682308,
1978,36283091408,
1979,44498283621,
1980,53685049410,
1981,52485533205,
1982,52832120390,
1983,51014090521,
1984,52926394935,
1985,55914236378,
1986,73586676050,
1987,91642093873,
1988,1.09103E+11,
1989,1.19065E+11,
1990,1.41518E+11,
1991,1.27866E+11,
1992,1.12625E+11,
1993,89255751015,
1994,1.03322E+11,
1995,1.34199E+11,
1996,1.32099E+11,
1997,1.26833E+11,
1998,1.33936E+11,
1999,1.35226E+11,
2000,1.2554E+11,
2001,1.2925E+11,
2002,1.39553E+11,
2003,1.71071E+11,
2004,1.96768E+11,
2005,2.04436E+11,
2006,2.16553E+11,
2007,2.55385E+11,
2008,2.83742E+11,
2009,2.51499E+11,
2010,2.478E+11,
2011,2.73674E+11,
2012,2.56706E+11,
2013,2.6998E+11,
2014,2.72609E+11,
2015,2.32439E+11,
2016,2.38503E+11,
1960,62651474947,
1961,68346741504,
1962,76313782252,
1963,85551113767,
1964,94906593388,
1965,1.02161E+11,
1966,1.10597E+11,
1967,1.19466E+11,
1968,1.29847E+11,
1969,1.40725E+11,
1970,1.48949E+11,
1971,1.66564E+11,
1972,2.04283E+11,
1973,2.65382E+11,
1974,2.86526E+11,
1975,3.62001E+11,
1976,3.7341E+11,
1977,4.11464E+11,
1978,5.08183E+11,
1979,6.15834E+11,
1980,7.03525E+11,
1981,6.1759E+11,
1982,5.86837E+11,
1983,5.61852E+11,
1984,5.32649E+11,
1985,5.55197E+11,
1986,7.74556E+11,
1987,9.38368E+11,
1988,1.0235E+12,
1989,1.03012E+12,
1990,1.2753E+12,
1991,1.27556E+12,
1992,1.40872E+12,
1993,1.33009E+12,
1994,1.40164E+12,
1995,1.60989E+12,
1996,1.61425E+12,
1997,1.46071E+12,
1998,1.51076E+12,
1999,1.50028E+12,
2000,1.36844E+12,
2001,1.38222E+12,
2002,1.50034E+12,
2003,1.84812E+12,
2004,2.12411E+12,
2005,2.20368E+12,
2006,2.32501E+12,
2007,2.66311E+12,
2008,2.92347E+12,
2009,2.69383E+12,
2010,2.64684E+12,
2011,2.86268E+12,
2012,2.68142E+12,
2013,2.80851E+12,
2014,2.84931E+12,
2015,2.43356E+12,
2016,2.46545E+12,
1965,176534589.6,
1966,215659455,
1967,220984369.1,
1968,259590076.3,
1969,242943776.9,
1970,254035999.2,
1971,296613496.9,
1972,325843254.7,
1973,431254103,
1974,555337985.7,
1975,690319754.9,
1976,732286143.3,
1977,793193187.4,
1978,1005573294,
1979,1215031775,
1980,1362151524,
1981,1279972866,
1982,1286462643,
1983,1335895286,
1984,1378991403,
1985,1507230779,
1986,2301514717,
1987,2543199148,
1988,2687472830,
1989,2636461517,
1990,3181206305,
1991,3267367610,
1992,3558215110,
1993,3694600400,
1994,3522272321,
1995,3982374846,
1996,3954696874,
1997,3567062512,
1998,3775160797,
1999,3797016069,
2000,3447543138,
1960,141468977.6,
1961,167637907.4,
1962,182796536.5,
1963,154480244.2,
1964,215679855.3,
1965,226474285.6,
1966,245849781.7,
1967,271543680.3,
1968,294468564.5,
1969,318124701,
1970,323802475.5,
1971,381687073.1,
1972,430508357.7,
1973,722780701.1,
1974,1544216004,
1975,2157592937,
1976,3009409971,
1977,2809349074,
1978,2389479269,
1979,3030251116,
1980,4279637934,
1981,3862269127,
1982,3618007844,
1983,3391275731,
1984,3561451562,
1985,3339914759,
1986,3403638194,
1987,3281797039,
1988,3834503378,
1989,4186411457,
1990,5952293766,
1991,5402919957,
1992,5592390849,
1993,4378645081,
1994,4190819314,
1995,4958845906,
1996,5694040337,
1997,5326816859,
1998,4483417120,
1999,4662992036,
2000,5067865321,
2001,5018874179,
2002,5310381151,
2003,6497305662,
2004,7756293575,
2005,9578973591,
2006,10318424464,
2007,12438956756,
2008,15508574820,
2009,12065138273,
2010,14358585196,
2011,18186479173,
2012,17171446922,
2013,17590745689,
2014,18179717776,
2015,14262032471,
2016,14213558130,
GMB,1966,44212353.7
GMB,1967,46695363.16
GMB,1968,41160658.57
GMB,1969,45168722.7
GMB,1970,52296836.75
GMB,1971,55728608.97
GMB,1972,59161545
GMB,1973,75187969.92
GMB,1974,95797533.46
GMB,1975,115182522.1
GMB,1976,112189468.5
GMB,1977,138094243.3
GMB,1978,171836793.4
GMB,1979,207114382.5
GMB,1980,241080708.9
GMB,1981,218764445.8
GMB,1982,216051496
GMB,1983,213446562.6
GMB,1984,177338801.9
GMB,1985,225724851.7
GMB,1986,185646209.4
GMB,1987,220626484.2
GMB,1988,266673126.2
GMB,1989,284119692.5
GMB,1990,317083373.5
GMB,1991,690314321.4
GMB,1992,714255460.5
GMB,1993,755042548.1
GMB,1994,746491692.6
GMB,1995,785996982.5
GMB,1996,848237108.6
GMB,1997,803630742.5
GMB,1998,840285264.6
GMB,1999,814723460.1
GMB,2000,782915402.4
GMB,2001,687408804.6
GMB,2002,578236035.1
GMB,2003,487038821.6
GMB,2004,578785279.4
GMB,2005,624174724.4
GMB,2006,655068695.8
GMB,2007,798870875.7
GMB,2008,965769127.1
GMB,2009,900628061.6
GMB,2010,951804226.9
GMB,2011,898283477.5
GMB,2012,910026287.3
GMB,2013,898957682.7
GMB,2014,833240810.2
GMB,2015,907652509.6
GMB,2016,964599178.1
1990,7753501868,
1991,6357615894,
1992,3690328964,
1993,2701181331,
1994,2513870587,
1995,2693731866,
1996,3094915506,
1997,3510540809,
1998,3613500117,
1999,2800024314,
2000,3057453483,
2001,3219487825,
2002,3395778674,
2003,3991374549,
2004,5125273881,
2005,6410941013,
2006,7745406201,
2007,10172869680,
2008,12795044473,
2009,10766809099,
2010,11638536834,
2011,14434619982,
2012,15846474596,
2013,16140047012,
2014,16509305828,
2015,13993546732,
2016,14378016729,
1970,2.15022E+11,
